position,number,driver,constructor,Q1,Q2,Q3
1,6,Felipe Massa,Ferrari,1:10.643,1:10.775,1:10.680
2,3,Kimi Räikkönen,McLaren,1:12.035,1:11.386,1:11.299
3,8,Jarno Trulli,Toyota,1:11.885,1:11.343,1:11.328
4,1,Fernando Alonso,Renault,1:11.791,1:11.148,1:11.567
5,11,Rubens Barrichello,Honda,1:12.017,1:11.578,1:11.619
6,2,Giancarlo Fisichella,Renault,1:12.042,1:11.461,1:11.629
7,7,Ralf Schumacher,Toyota,1:11.713,1:11.550,1:11.695
8,16,Nick Heidfeld,BMW Sauber,1:12.307,1:11.648,1:11.882
9,17,Robert Kubica,BMW Sauber,1:12.040,1:11.589,1:12.131
10,5,Michael Schumacher,Ferrari,1:11.565,1:10.313,
11,9,Mark Webber,Williams,1:11.973,1:11.650,
12,4,Pedro de la Rosa,McLaren,1:11.825,1:11.658,
13,10,Nico Rosberg,Williams,1:11.974,1:11.679,
14,12,Jenson Button,Honda,1:12.085,1:11.742,
15,15,Robert Doornbos,Red Bull,1:12.530,1:12.591,
16,20,Vitantonio Liuzzi,Toro Rosso,1:12.855,1:12.861,
17,21,Scott Speed,Toro Rosso,1:12.856,,
18,19,Christijan Albers,Spyker MF1,1:13.138,,
19,14,David Coulthard,Red Bull,1:13.249,,
20,22,Takuma Sato,Super Aguri,1:13.269,,
21,23,Sakon Yamamoto,Super Aguri,1:13.357,,
22,18,Tiago Monteiro,Spyker MF1,,,
