position,number,driver,constructor,laps,grid,status,points
1,1,Sebastian Vettel,Red Bull,57,2,Finished,25
2,7,Kimi Räikkönen,Lotus F1,57,8,Finished,18
3,8,Romain Grosjean,Lotus F1,57,11,Finished,15
4,14,Paul di Resta,Force India,57,5,Finished,12
5,10,Lewis Hamilton,Mercedes,57,9,Finished,10
6,6,Sergio Pérez,McLaren,57,12,Finished,8
7,2,Mark Webber,Red Bull,57,7,Finished,6
8,3,Fernando Alonso,Ferrari,57,3,Finished,4
9,9,Nico Rosberg,Mercedes,57,1,Finished,2
10,5,Jenson Button,McLaren,57,10,Finished,1
11,16,Pastor Maldonado,Williams,57,17,Finished,0
12,11,Nico Hülkenberg,Sauber,57,14,Finished,0
13,15,Adrian Sutil,Force India,57,6,Finished,0
14,17,Valtteri Bottas,Williams,57,15,Finished,0
15,4,Felipe Massa,Ferrari,57,4,Finished,0
16,19,Daniel Ricciardo,Toro Rosso,56,13,+1 Lap,0
17,20,Charles Pic,Caterham,56,18,+1 Lap,0
18,12,Esteban Gutiérrez,Sauber,56,22,+1 Lap,0
19,22,Jules Bianchi,Marussia,56,19,+1 Lap,0
20,23,Max Chilton,Marussia,56,21,+1 Lap,0
21,21,Giedo van der Garde,Caterham,55,20,+2 Laps,0
22,18,Jean-Éric Vergne,Toro Rosso,16,16,Puncture,0
