Position,Driver,Constructor,Points,Wins
1,Jack Brabham,Brabham-Repco,39,4
2,Jochen Rindt,Cooper-Maserati,18,0
3,Graham Hill,BRM,17,0
4,John Surtees,Ferrari,15,1
5,Jackie Stewart,BRM,14,1
6,Denny Hulme,Brabham-Climax,14,0
7,Mike Parkes,Ferrari,12,0
8,Lorenzo Bandini,Ferrari,12,0
9,Ludovico Scarfiotti,Ferrari,9,1
10,Jim Clark,Lotus-Climax,7,0
11,Mike Spence,Lotus-BRM,4,0
12,Bob Bondurant,BRM,3,0
13,Dan Gurney,Eagle-Climax,2,0
14,Richie Ginther,Cooper-Maserati,2,0
15,Bob Anderson,Brabham-Climax,1,0
16,John Taylor,Brabham-BRM,1,0
17,Bruce McLaren,McLaren-Ford,1,0
18,Jo Bonnier,Cooper-Maserati,0,0
19,Chris Irwin,Brabham-Climax,0,0
20,Peter Arundell,Lotus-BRM,0,0
21,Chris Amon,Cooper-Maserati,0,0
22,Guy Ligier,Cooper-Maserati,0,0
23,Giacomo Russo,Lotus-Climax,0,0
24,Chris Lawrence,Cooper-Ferrari,0,0
25,Jo Siffert,Brabham-BRM,0,0
26,Giancarlo Baghetti,Ferrari,0,0
27,Pedro Rodríguez,Lotus-Climax,0,0
28,Vic Wilson,BRM,0,0
29,Trevor Taylor,Shannon,0,0
30,Phil Hill,Eagle-Climax,0,0
