position,number,driver,constructor,Q1,Q2,Q3
1,22,Jenson Button,Brawn,1:15.210,1:15.016,1:14.902
2,4,Kimi Räikkönen,Ferrari,1:15.746,1:14.514,1:14.927
3,23,Rubens Barrichello,Brawn,1:15.425,1:14.829,1:15.077
4,15,Sebastian Vettel,Red Bull,1:15.915,1:14.879,1:15.271
5,3,Felipe Massa,Ferrari,1:15.340,1:15.001,1:15.437
6,16,Nico Rosberg,Williams,1:15.094,1:14.846,1:15.455
7,2,Heikki Kovalainen,McLaren,1:15.495,1:14.809,1:15.516
8,14,Mark Webber,Red Bull,1:15.260,1:14.825,1:15.653
9,7,Fernando Alonso,Renault,1:15.898,1:15.200,1:16.009
10,17,Kazuki Nakajima,Williams,1:15.930,1:15.579,1:17.344
11,12,Sébastien Buemi,Toro Rosso,1:15.834,1:15.833,
12,8,Nelson Piquet Jr.,Renault,1:16.013,1:15.837,
13,21,Giancarlo Fisichella,Force India,1:16.063,1:16.146,
14,11,Sébastien Bourdais,Toro Rosso,1:16.120,1:16.281,
15,20,Adrian Sutil,Force India,1:16.248,1:16.545,
16,1,Lewis Hamilton,McLaren,1:16.264,,
17,6,Nick Heidfeld,BMW Sauber,1:16.264,,
18,5,Robert Kubica,BMW Sauber,1:16.405,,
19,9,Jarno Trulli,Toyota,1:16.548,,
20,10,Timo Glock,Toyota,1:16.788,,
