Position,Driver,Constructor,Points,Wins
1,Fernando Alonso,McLaren,18,1
2,Kimi Räikkönen,Ferrari,16,1
3,Lewis Hamilton,McLaren,14,0
4,Nick Heidfeld,BMW Sauber,10,0
5,Giancarlo Fisichella,Renault,7,0
6,Felipe Massa,Ferrari,7,0
7,Jarno Trulli,Toyota,2,0
8,Nico Rosberg,Williams,2,0
9,Heikki Kovalainen,Renault,1,0
10,Ralf Schumacher,Toyota,1,0
11,Alexander Wurz,Williams,0,0
12,Mark Webber,Red Bull,0,0
13,Rubens Barrichello,Honda,0,0
14,Takuma Sato,Super Aguri,0,0
15,Jenson Button,Honda,0,0
16,Vitantonio Liuzzi,Toro Rosso,0,0
17,Scott Speed,Toro Rosso,0,0
18,Anthony Davidson,Super Aguri,0,0
19,Adrian Sutil,Spyker,0,0
20,Robert Kubica,BMW Sauber,0,0
