position,number,driver,constructor,Q1,Q2,Q3
1,1,Max Verstappen,Red Bull,1:24.754,1:24.622,1:23.824
2,11,Sergio Pérez,Red Bull,1:24.820,1:24.419,1:24.052
3,16,Charles Leclerc,Ferrari,1:25.211,1:24.517,1:24.092
4,55,Carlos Sainz,Ferrari,1:25.090,1:24.521,1:24.242
5,44,Lewis Hamilton,Mercedes,1:25.594,1:24.774,1:24.508
6,63,George Russell,Mercedes,1:25.545,1:24.940,1:24.511
7,4,Lando Norris,McLaren,1:25.387,1:24.903,1:24.769
8,31,Esteban Ocon,Alpine F1 Team,1:25.735,1:25.007,1:24.830
9,5,Sebastian Vettel,Aston Martin,1:25.523,1:24.974,1:24.961
10,3,Daniel Ricciardo,McLaren,1:25.766,1:25.068,1:25.045
11,14,Fernando Alonso,Alpine F1 Team,1:25.782,1:25.096,
12,22,Yuki Tsunoda,AlphaTauri,1:25.630,1:25.219,
13,47,Mick Schumacher,Haas F1 Team,1:25.711,1:25.225,
14,18,Lance Stroll,Aston Martin,1:25.741,1:25.359,
15,24,Guanyu Zhou,Alfa Romeo,1:25.594,1:25.408,
16,20,Kevin Magnussen,Haas F1 Team,1:25.834,,
17,10,Pierre Gasly,AlphaTauri,1:25.859,,
18,77,Valtteri Bottas,Alfa Romeo,1:25.892,,
19,23,Alexander Albon,Williams,1:26.028,,
20,6,Nicholas Latifi,Williams,1:26.054,,
