position,number,driver,constructor,Q1,Q2,Q3
1,5,Damon Hill,Williams,,,
2,6,David Coulthard,Williams,,,
3,1,Michael Schumacher,Benetton,,,
4,28,Gerhard Berger,Ferrari,,,
5,27,Jean Alesi,Ferrari,,,
6,30,Heinz-Harald Frentzen,Sauber,,,
7,14,Rubens Barrichello,Jordan,,,
8,2,Johnny Herbert,Benetton,,,
9,15,Eddie Irvine,Jordan,,,
10,7,Mark Blundell,McLaren,,,
11,25,Martin Brundle,Ligier,,,
12,26,Olivier Panis,Ligier,,,
13,9,Gianni Morbidelli,Footwork,,,
14,4,Mika Salo,Tyrrell,,,
15,24,Luca Badoer,Minardi,,,
16,3,Ukyo Katayama,Tyrrell,,,
17,23,Pedro Lamy,Minardi,,,
18,29,Karl Wendlinger,Sauber,,,
19,10,Taki Inoue,Footwork,,,
20,22,Roberto Moreno,Forti,,,
21,21,Pedro Diniz,Forti,,,
22,16,Andrea Montermini,Pacific,,,
23,16,Bertrand Gachot,Pacific,,,
24,8,Mika Häkkinen,McLaren,,,
