Position,Driver,Constructor,Points,Wins
1,Lewis Hamilton,Mercedes,281,7
2,Sebastian Vettel,Ferrari,241,5
3,Kimi Räikkönen,Ferrari,174,0
4,Valtteri Bottas,Mercedes,171,0
5,Max Verstappen,Red Bull,148,1
6,Daniel Ricciardo,Red Bull,126,2
7,Nico Hülkenberg,Renault,53,0
8,Fernando Alonso,McLaren,50,0
9,Kevin Magnussen,Haas F1 Team,49,0
10,Sergio Pérez,Force India,46,0
11,Esteban Ocon,Force India,45,0
12,Carlos Sainz,Renault,38,0
13,Pierre Gasly,Toro Rosso,28,0
14,Romain Grosjean,Haas F1 Team,27,0
15,Charles Leclerc,Sauber,15,0
16,Stoffel Vandoorne,McLaren,8,0
17,Lance Stroll,Williams,6,0
18,Marcus Ericsson,Sauber,6,0
19,Brendon Hartley,Toro Rosso,2,0
20,Sergey Sirotkin,Williams,1,0
