position,number,driver,constructor,laps,grid,status,points
1,5,Sebastian Vettel,Red Bull,53,1,Finished,25
2,6,Mark Webber,Red Bull,53,2,Finished,18
3,8,Fernando Alonso,Ferrari,53,4,Finished,15
4,1,Jenson Button,McLaren,53,5,Finished,12
5,2,Lewis Hamilton,McLaren,53,8,Finished,10
6,3,Michael Schumacher,Mercedes,53,10,Finished,8
7,23,Kamui Kobayashi,Sauber,53,14,Finished,6
8,22,Nick Heidfeld,Sauber,53,11,Finished,4
9,9,Rubens Barrichello,Williams,53,7,Finished,2
10,16,Sébastien Buemi,Toro Rosso,53,18,Finished,1
11,17,Jaime Alguersuari,Toro Rosso,52,16,+1 Lap,0
12,19,Heikki Kovalainen,Lotus,52,20,+1 Lap,0
13,18,Jarno Trulli,Lotus,51,19,+2 Laps,0
14,24,Timo Glock,Virgin,51,22,+2 Laps,0
15,21,Bruno Senna,HRT,51,23,+2 Laps,0
16,20,Sakon Yamamoto,HRT,50,24,+3 Laps,0
17,4,Nico Rosberg,Mercedes,47,6,Suspension,0
18,14,Adrian Sutil,Force India,44,15,Oil leak,0
19,11,Robert Kubica,Renault,2,3,Wheel,0
20,10,Nico Hülkenberg,Williams,0,9,Accident,0
21,7,Felipe Massa,Ferrari,0,12,Accident,0
22,12,Vitaly Petrov,Renault,0,13,Accident,0
23,15,Vitantonio Liuzzi,Force India,0,17,Accident,0
24,25,Lucas di Grassi,Virgin,0,21,Suspension,0
