position,number,driver,constructor,Q1,Q2,Q3
1,5,Sebastian Vettel,Red Bull,1:32.035,1:31.184,1:30.785
2,6,Mark Webber,Red Bull,1:32.476,1:31.241,1:30.853
3,2,Lewis Hamilton,McLaren,1:32.809,1:31.523,1:31.169
4,11,Robert Kubica,Renault,1:32.808,1:32.042,1:31.231
5,8,Fernando Alonso,Ferrari,1:32.555,1:31.819,1:31.352
6,1,Jenson Button,McLaren,1:32.636,1:31.763,1:31.378
7,4,Nico Rosberg,Mercedes,1:32.238,1:31.886,1:31.494
8,9,Rubens Barrichello,Williams,1:32.361,1:31.874,1:31.535
9,10,Nico Hülkenberg,Williams,1:32.211,1:31.926,1:31.559
10,3,Michael Schumacher,Mercedes,1:32.513,1:32.073,1:31.846
11,22,Nick Heidfeld,Sauber,1:33.011,1:32.187,
12,7,Felipe Massa,Ferrari,1:32.721,1:32.321,
13,12,Vitaly Petrov,Renault,1:32.849,1:32.422,
14,23,Kamui Kobayashi,Sauber,1:32.783,1:32.427,
15,14,Adrian Sutil,Force India,1:33.186,1:32.659,
16,17,Jaime Alguersuari,Toro Rosso,1:33.471,1:33.071,
17,15,Vitantonio Liuzzi,Force India,1:33.216,1:33.154,
18,16,Sébastien Buemi,Toro Rosso,1:33.568,,
19,18,Jarno Trulli,Lotus,1:35.346,,
20,19,Heikki Kovalainen,Lotus,1:35.464,,
21,25,Lucas di Grassi,Virgin,1:36.265,,
22,24,Timo Glock,Virgin,1:36.332,,
23,21,Bruno Senna,HRT,1:37.270,,
24,20,Sakon Yamamoto,HRT,1:37.365,,
