position,number,driver,constructor,laps,grid,status,points
1,44,Lewis Hamilton,Mercedes,56,1,Finished,25
2,5,Sebastian Vettel,Ferrari,56,2,Finished,18
3,7,Kimi Räikkönen,Ferrari,56,5,Finished,15
4,33,Max Verstappen,Red Bull,56,16,Finished,12
5,77,Valtteri Bottas,Mercedes,56,3,Finished,10
6,31,Esteban Ocon,Force India,56,6,Finished,8
7,55,Carlos Sainz,Renault,56,7,Finished,6
8,11,Sergio Pérez,Force India,55,9,+1 Lap,4
9,19,Felipe Massa,Williams,55,10,+1 Lap,2
10,26,Daniil Kvyat,Toro Rosso,55,11,+1 Lap,1
11,18,Lance Stroll,Williams,55,15,+1 Lap,0
12,2,Stoffel Vandoorne,McLaren,55,20,+1 Lap,0
13,39,Brendon Hartley,Toro Rosso,55,19,+1 Lap,0
14,8,Romain Grosjean,Haas F1 Team,55,12,+1 Lap,0
15,9,Marcus Ericsson,Sauber,55,13,+1 Lap,0
16,20,Kevin Magnussen,Haas F1 Team,55,17,+1 Lap,0
17,14,Fernando Alonso,McLaren,24,8,Engine,0
18,3,Daniel Ricciardo,Red Bull,14,4,Engine,0
19,94,Pascal Wehrlein,Sauber,5,14,Collision,0
20,27,Nico Hülkenberg,Renault,3,18,Engine,0
