position,number,driver,constructor,Q1,Q2,Q3
1,44,Lewis Hamilton,Mercedes,1:34.822,1:33.437,1:33.108
2,5,Sebastian Vettel,Ferrari,1:35.420,1:34.103,1:33.347
3,77,Valtteri Bottas,Mercedes,1:35.309,1:33.769,1:33.568
4,3,Daniel Ricciardo,Red Bull,1:35.991,1:34.495,1:33.577
5,7,Kimi Räikkönen,Ferrari,1:35.649,1:33.840,1:33.577
6,33,Max Verstappen,Red Bull,1:34.899,1:34.716,1:33.658
7,31,Esteban Ocon,Force India,1:35.849,1:35.113,1:34.647
8,55,Carlos Sainz,Renault,1:35.517,1:34.899,1:34.852
9,14,Fernando Alonso,McLaren,1:35.712,1:35.046,1:35.007
10,11,Sergio Pérez,Force India,1:36.358,1:34.789,1:35.148
11,19,Felipe Massa,Williams,1:35.603,1:35.155,
12,26,Daniil Kvyat,Toro Rosso,1:36.073,1:35.529,
13,2,Stoffel Vandoorne,McLaren,1:36.286,1:35.641,
14,8,Romain Grosjean,Haas F1 Team,1:36.835,1:35.870,
15,27,Nico Hülkenberg,Renault,1:35.740,,
16,9,Marcus Ericsson,Sauber,1:36.842,,
17,18,Lance Stroll,Williams,1:36.868,,
18,39,Brendon Hartley,Toro Rosso,1:36.889,,
19,94,Pascal Wehrlein,Sauber,1:37.179,,
20,20,Kevin Magnussen,Haas F1 Team,1:37.394,,
