position,number,driver,constructor,Q1,Q2,Q3
1,9,Jarno Trulli,Toyota,1:32.799,1:32.671,1:33.431
2,10,Timo Glock,Toyota,1:33.165,1:32.613,1:33.712
3,15,Sebastian Vettel,Red Bull,1:32.680,1:32.474,1:34.015
4,22,Jenson Button,Brawn,1:32.978,1:32.842,1:34.044
5,1,Lewis Hamilton,McLaren,1:32.851,1:32.877,1:34.196
6,23,Rubens Barrichello,Brawn,1:33.116,1:32.842,1:34.239
7,7,Fernando Alonso,Renault,1:33.627,1:32.860,1:34.578
8,3,Felipe Massa,Ferrari,1:33.297,1:33.014,1:34.818
9,16,Nico Rosberg,Williams,1:33.672,1:33.166,1:35.134
10,4,Kimi Räikkönen,Ferrari,1:33.117,1:32.827,1:35.380
11,2,Heikki Kovalainen,McLaren,1:33.479,1:33.242,
12,17,Kazuki Nakajima,Williams,1:33.221,1:33.348,
13,5,Robert Kubica,BMW Sauber,1:33.495,1:33.487,
14,6,Nick Heidfeld,BMW Sauber,1:33.377,1:33.562,
15,8,Nelson Piquet Jr.,Renault,1:33.608,1:33.941,
16,20,Adrian Sutil,Force India,1:33.722,,
17,12,Sébastien Buemi,Toro Rosso,1:33.753,,
18,21,Giancarlo Fisichella,Force India,1:33.910,,
19,14,Mark Webber,Red Bull,1:34.038,,
20,11,Sébastien Bourdais,Toro Rosso,1:34.159,,
