position,number,driver,constructor,Q1,Q2,Q3
1,27,Jean Alesi,Ferrari,1:23.844,,
2,28,Gerhard Berger,Ferrari,1:23.978,,
3,0,Damon Hill,Williams,1:24.158,,
4,12,Johnny Herbert,Team Lotus,1:24.374,,
5,2,David Coulthard,Williams,1:24.502,,
6,26,Olivier Panis,Ligier,1:25.455,,
7,7,Mika Häkkinen,McLaren,1:25.528,,
8,29,Andrea de Cesaris,Sauber,1:25.540,,
9,15,Eddie Irvine,Jordan,1:25.568,,
10,6,Jos Verstappen,Benetton,1:25.618,,
11,30,Heinz-Harald Frentzen,Sauber,1:25.628,,
12,25,Éric Bernard,Ligier,1:25.718,,
13,11,Alessandro Zanardi,Team Lotus,1:25.733,,
14,3,Ukyo Katayama,Tyrrell,1:25.889,,
15,8,Martin Brundle,McLaren,1:25.933,,
16,14,Rubens Barrichello,Jordan,1:25.946,,
17,10,Gianni Morbidelli,Footwork,1:26.002,,
18,23,Pierluigi Martini,Minardi,1:26.056,,
19,9,Christian Fittipaldi,Footwork,1:26.337,,
20,5,Jyrki Järvilehto,Benetton,1:26.384,,
21,4,Mark Blundell,Tyrrell,1:26.574,,
22,24,Michele Alboreto,Minardi,1:26.832,,
23,19,Yannick Dalmas,Larrousse,1:27.846,,
24,20,Érik Comas,Larrousse,1:27.894,,
25,32,Jean-Marc Gounon,Simtek,1:28.353,,
26,31,David Brabham,Simtek,1:28.619,,
