Position,Driver,Constructor,Points,Wins
1,Denny Hulme,McLaren,15,1
2,Jackie Stewart,Tyrrell,9,1
3,Emerson Fittipaldi,Team Lotus,6,0
4,Jacky Ickx,Ferrari,4,0
5,Peter Revson,McLaren,4,0
6,Clay Regazzoni,Ferrari,3,0
7,Mario Andretti,Ferrari,3,0
8,Ronnie Peterson,March,3,0
9,Tim Schenken,Surtees,2,0
10,Graham Hill,Brabham,1,0
11,Niki Lauda,March,0,0
12,Carlos Reutemann,Brabham,0,0
13,Henri Pescarolo,March,0,0
14,François Cevert,Tyrrell,0,0
15,Howden Ganley,BRM,0,0
16,Helmut Marko,BRM,0,0
17,David Walker,Team Lotus,0,0
18,Rolf Stommelen,March,0,0
19,Chris Amon,Matra,0,0
20,John Love,Surtees,0,0
21,Carlos Pace,March,0,0
22,Reine Wisell,BRM,0,0
23,Andrea de Adamich,Surtees,0,0
24,Peter Gethin,BRM,0,0
25,Jean-Pierre Beltoise,BRM,0,0
26,Alex Soler-Roig,BRM,0,0
27,Mike Hailwood,Surtees,0,0
28,Dave Charlton,Team Lotus,0,0
