position,number,driver,constructor,Q1,Q2,Q3
1,44,Lewis Hamilton,Mercedes,1:36.828,1:35.693,1:34.794
2,77,Valtteri Bottas,Mercedes,1:36.789,1:36.392,1:34.956
3,5,Sebastian Vettel,Ferrari,1:36.775,1:36.345,1:35.125
4,7,Kimi Räikkönen,Ferrari,1:37.010,1:36.735,1:35.365
5,3,Daniel Ricciardo,Red Bull,1:37.117,1:36.964,1:35.401
6,33,Max Verstappen,Red Bull,1:37.195,1:36.144,1:35.589
7,8,Romain Grosjean,Haas F1 Team,1:37.575,1:36.732,1:36.192
8,16,Charles Leclerc,Sauber,1:37.124,1:36.580,1:36.237
9,31,Esteban Ocon,Force India,1:36.936,1:36.814,1:36.540
10,27,Nico Hülkenberg,Renault,1:37.569,1:36.630,1:36.542
11,55,Carlos Sainz,Renault,1:37.757,1:36.982,
12,9,Marcus Ericsson,Sauber,1:37.619,1:37.132,
13,20,Kevin Magnussen,Haas F1 Team,1:37.934,1:37.309,
14,11,Sergio Pérez,Force India,1:37.255,1:37.541,
15,14,Fernando Alonso,McLaren,1:37.890,1:37.743,
16,28,Brendon Hartley,Toro Rosso,1:37.994,,
17,10,Pierre Gasly,Toro Rosso,1:38.166,,
18,2,Stoffel Vandoorne,McLaren,1:38.577,,
19,35,Sergey Sirotkin,Williams,1:38.635,,
20,18,Lance Stroll,Williams,1:38.682,,
