position,number,driver,constructor,laps,grid,status,points
1,44,Lewis Hamilton,Mercedes,55,1,Finished,25
2,5,Sebastian Vettel,Ferrari,55,3,Finished,18
3,33,Max Verstappen,Red Bull,55,6,Finished,15
4,3,Daniel Ricciardo,Red Bull,55,5,Finished,12
5,77,Valtteri Bottas,Mercedes,55,2,Finished,10
6,55,Carlos Sainz,Renault,55,11,Finished,8
7,16,Charles Leclerc,Sauber,55,8,Finished,6
8,11,Sergio Pérez,Force India,55,14,Finished,4
9,8,Romain Grosjean,Haas F1 Team,54,7,+1 Lap,2
10,20,Kevin Magnussen,Haas F1 Team,54,13,+1 Lap,1
11,14,Fernando Alonso,McLaren,54,15,+1 Lap,0
12,28,Brendon Hartley,Toro Rosso,54,16,+1 Lap,0
13,18,Lance Stroll,Williams,54,20,+1 Lap,0
14,2,Stoffel Vandoorne,McLaren,54,18,+1 Lap,0
15,35,Sergey Sirotkin,Williams,54,19,+1 Lap,0
16,10,Pierre Gasly,Toro Rosso,46,17,Engine,0
17,31,Esteban Ocon,Force India,44,9,Engine,0
18,9,Marcus Ericsson,Sauber,24,12,Power loss,0
19,7,Kimi Räikkönen,Ferrari,6,4,Power loss,0
20,27,Nico Hülkenberg,Renault,0,10,Collision,0
