position,number,driver,constructor,Q1,Q2,Q3
1,44,Lewis Hamilton,Mercedes,1:18.245,1:17.166,1:16.741
2,33,Max Verstappen,Red Bull,1:18.090,1:16.922,1:16.777
3,77,Valtteri Bottas,Mercedes,1:18.005,1:17.142,1:16.873
4,16,Charles Leclerc,Ferrari,1:18.041,1:17.717,1:17.510
5,31,Esteban Ocon,Alpine F1 Team,1:18.281,1:17.743,1:17.580
6,55,Carlos Sainz,Ferrari,1:18.205,1:17.656,1:17.620
7,3,Daniel Ricciardo,McLaren,1:18.264,1:17.719,1:17.622
8,11,Sergio Pérez,Red Bull,1:18.203,1:17.669,1:17.701
9,4,Lando Norris,McLaren,1:17.821,1:17.696,1:18.010
10,14,Fernando Alonso,Alpine F1 Team,1:18.281,1:17.966,1:18.147
11,18,Lance Stroll,Aston Martin,1:18.241,1:17.974,
12,10,Pierre Gasly,AlphaTauri,1:18.190,1:17.982,
13,5,Sebastian Vettel,Aston Martin,1:18.289,1:18.079,
14,99,Antonio Giovinazzi,Alfa Romeo,1:18.549,1:18.356,
15,63,George Russell,Williams,1:18.445,1:19.154,
16,22,Yuki Tsunoda,AlphaTauri,1:18.556,,
17,7,Kimi Räikkönen,Alfa Romeo,1:18.917,,
18,47,Mick Schumacher,Haas F1 Team,1:19.117,,
19,6,Nicholas Latifi,Williams,1:19.219,,
20,9,Nikita Mazepin,Haas F1 Team,1:19.807,,
