Position,Driver,Constructor,Points,Wins
1,Fernando Alonso,Renault,59,4
2,Kimi Räikkönen,McLaren,27,2
3,Jarno Trulli,Toyota,27,0
4,Nick Heidfeld,Williams,25,0
5,Mark Webber,Williams,18,0
6,Giancarlo Fisichella,Renault,17,1
7,Ralf Schumacher,Toyota,17,0
8,Michael Schumacher,Ferrari,16,0
9,Juan Pablo Montoya,McLaren,16,0
10,Rubens Barrichello,Ferrari,15,0
11,David Coulthard,Red Bull,15,0
12,Alexander Wurz,McLaren,6,0
13,Jacques Villeneuve,Sauber,5,0
14,Pedro de la Rosa,McLaren,4,0
15,Christian Klien,Red Bull,3,0
16,Felipe Massa,Sauber,2,0
17,Vitantonio Liuzzi,Red Bull,1,0
18,Tiago Monteiro,Jordan,0,0
19,Jenson Button,BAR,0,0
20,Narain Karthikeyan,Jordan,0,0
21,Patrick Friesacher,Minardi,0,0
22,Takuma Sato,BAR,0,0
23,Christijan Albers,Minardi,0,0
24,Anthony Davidson,BAR,0,0
