position,number,driver,constructor,Q1,Q2,Q3
1,8,Nick Heidfeld,Williams,1:30.081,,
2,9,Kimi Räikkönen,McLaren,1:30.197,,
3,7,Mark Webber,Williams,1:30.368,,
4,16,Jarno Trulli,Toyota,1:30.700,,
5,10,Juan Pablo Montoya,McLaren,1:30.890,,
6,5,Fernando Alonso,Renault,1:31.056,,
7,2,Rubens Barrichello,Ferrari,1:31.249,,
8,17,Ralf Schumacher,Toyota,1:31.392,,
9,6,Giancarlo Fisichella,Renault,1:31.566,,
10,1,Michael Schumacher,Ferrari,1:31.585,,
11,12,Felipe Massa,Sauber,1:32.205,,
12,14,David Coulthard,Red Bull,1:32.553,,
13,3,Jenson Button,BAR,1:32.594,,
14,15,Vitantonio Liuzzi,Red Bull,1:32.642,,
15,11,Jacques Villeneuve,Sauber,1:32.891,,
16,4,Takuma Sato,BAR,1:32.926,,
17,18,Tiago Monteiro,Jordan,1:35.047,,
18,20,Patrick Friesacher,Minardi,1:35.954,,
19,19,Narain Karthikeyan,Jordan,1:36.192,,
20,21,Christijan Albers,Minardi,1:36.239,,
