Position,Driver,Constructor,Points,Wins
1,Niki Lauda,Ferrari,23,2
2,Emerson Fittipaldi,McLaren,21,1
3,Carlos Pace,Brabham,16,1
4,Carlos Reutemann,Brabham,16,0
5,Jody Scheckter,Tyrrell,15,1
6,Patrick Depailler,Tyrrell,11,0
7,Jochen Mass,McLaren,10.5,1
8,Clay Regazzoni,Ferrari,8,0
9,James Hunt,Hesketh,7,0
10,Jacky Ickx,Team Lotus,3,0
11,Ronnie Peterson,Team Lotus,3,0
12,Jean-Pierre Jarier,Shadow-Ford,1.5,0
13,Vittorio Brambilla,March,1,0
14,Tom Pryce,Shadow-Ford,1,0
15,Lella Lombardi,March,0.5,0
16,Mark Donohue,Penske,0,0
17,Rolf Stommelen,Lola,0,0
18,Mario Andretti,Parnelli,0,0
19,Tony Brise,Williams,0,0
20,John Watson,Surtees,0,0
21,Bob Evans,BRM,0,0
22,Graham Hill,Lola,0,0
23,Jacques Laffite,Williams,0,0
24,Guy Tunmer,Team Lotus,0,0
25,Wilson Fittipaldi,Fittipaldi,0,0
26,Eddie Keizan,Team Lotus,0,0
27,Dave Charlton,McLaren,0,0
28,Alan Jones,Hesketh,0,0
29,François Migault,Lola,0,0
30,Roelof Wunderink,Ensign,0,0
