Position,Driver,Constructor,Points,Wins
1,Graham Hill,Lotus-Ford,24,2
2,Jacky Ickx,Ferrari,20,1
3,Jackie Stewart,Matra-Ford,17,1
4,Denny Hulme,McLaren-BRM,15,0
5,Pedro Rodríguez,BRM,10,0
6,Chris Amon,Ferrari,10,0
7,Jo Siffert,Cooper-Maserati,9,1
8,Bruce McLaren,McLaren-Ford,9,1
9,Jim Clark,Lotus-Ford,9,1
10,Jean-Pierre Beltoise,Matra-Ford,9,0
11,John Surtees,Honda,8,0
12,Richard Attwood,BRM,6,0
13,Ludovico Scarfiotti,Cooper-BRM,6,0
14,Lucien Bianchi,Cooper-BRM,5,0
15,Jochen Rindt,Brabham-Repco,4,0
16,Brian Redman,Cooper-Maserati,4,0
17,Vic Elford,Cooper-BRM,3,0
18,Jackie Oliver,Lotus-Ford,2,0
19,Silvio Moser,Brabham-Repco,2,0
20,Piers Courage,BRM,1,0
21,Jo Bonnier,Cooper-Maserati,0,0
22,John Love,Brabham-Repco,0,0
23,Jackie Pretorius,Brabham-Climax,0,0
24,Dan Gurney,Eagle-Weslake,0,0
25,Jack Brabham,Brabham-Repco,0,0
26,Robin Widdows,Cooper-BRM,0,0
27,Johnny Servoz-Gavin,Matra-Ford,0,0
28,Sam Tingle,LDS,0,0
29,Basil van Rooyen,Cooper-Climax,0,0
30,Jo Schlesser,Honda,0,0
