position,number,driver,constructor,laps,grid,status,points
1,22,Jo Siffert,Lotus-Ford,80,4,Finished,9
2,5,Chris Amon,Ferrari,80,3,Finished,6
3,6,Jacky Ickx,Ferrari,79,12,+1 Lap,4
4,1,Denny Hulme,McLaren-Ford,79,11,+1 Lap,3
5,7,John Surtees,Honda,78,9,+2 Laps,2
6,14,Jackie Stewart,Matra-Ford,78,7,+2 Laps,1
7,2,Bruce McLaren,McLaren-Ford,77,10,+3 Laps,0
8,20,Piers Courage,BRM,72,16,+8 Laps,0
9,4,Jochen Rindt,Brabham-Repco,55,5,Fuel leak,0
10,10,Pedro Rodríguez,BRM,52,13,Engine,0
11,19,Silvio Moser,Brabham-Repco,52,19,Not classified,0
12,9,Jackie Oliver,Lotus-Ford,43,2,Transmission,0
13,16,Robin Widdows,Cooper-BRM,34,18,Ignition,0
14,8,Graham Hill,Lotus-Ford,26,1,Halfshaft,0
15,15,Vic Elford,Cooper-BRM,26,7,Engine,0
16,18,Jean-Pierre Beltoise,Matra,11,14,Engine,0
17,11,Richard Attwood,BRM,10,15,Radiator,0
18,24,Dan Gurney,Eagle-Weslake,8,6,Fuel pump,0
19,23,Jo Bonnier,McLaren-BRM,6,20,Engine,0
20,3,Jack Brabham,Brabham-Repco,0,8,Engine,0
