position,number,driver,constructor,Q1,Q2,Q3
1,5,Damon Hill,Williams,1:18.941,,
2,6,Jacques Villeneuve,Williams,1:19.721,,
3,1,Michael Schumacher,Ferrari,1:20.149,,
4,3,Jean Alesi,Benetton,1:20.711,,
5,11,Rubens Barrichello,Jordan,1:20.818,,
6,8,David Coulthard,McLaren,1:20.888,,
7,2,Eddie Irvine,Ferrari,1:20.931,,
8,4,Gerhard Berger,Benetton,1:21.054,,
9,7,Mika Häkkinen,McLaren,1:21.078,,
10,15,Heinz-Harald Frentzen,Sauber,1:21.113,,
11,12,Martin Brundle,Jordan,1:21.177,,
12,14,Johnny Herbert,Sauber,1:21.210,,
13,17,Jos Verstappen,Footwork,1:21.367,,
14,19,Mika Salo,Tyrrell,1:21.458,,
15,9,Olivier Panis,Ligier,1:21.509,,
16,18,Ukyo Katayama,Tyrrell,1:21.812,,
17,10,Pedro Diniz,Ligier,1:22.733,,
18,21,Giancarlo Fisichella,Minardi,1:22.921,,
19,20,Pedro Lamy,Minardi,1:23.139,,
20,16,Ricardo Rosset,Footwork,1:23.620,,
