Position,Driver,Constructor,Points,Wins
1,Damon Hill,Williams,33,3
2,Jacques Villeneuve,Williams,22,1
3,Jean Alesi,Benetton,10,0
4,Michael Schumacher,Ferrari,10,0
5,Eddie Irvine,Ferrari,6,0
6,Mika Häkkinen,McLaren,5,0
7,Rubens Barrichello,Jordan,5,0
8,David Coulthard,McLaren,4,0
9,Gerhard Berger,Benetton,3,0
10,Mika Salo,Tyrrell,3,0
11,Olivier Panis,Ligier,1,0
12,Martin Brundle,Jordan,1,0
13,Jos Verstappen,Footwork,1,0
14,Johnny Herbert,Sauber,0,0
15,Pedro Diniz,Ligier,0,0
16,Heinz-Harald Frentzen,Sauber,0,0
17,Ukyo Katayama,Tyrrell,0,0
18,Ricardo Rosset,Footwork,0,0
19,Pedro Lamy,Minardi,0,0
20,Andrea Montermini,Forti,0,0
21,Luca Badoer,Forti,0,0
22,Giancarlo Fisichella,Minardi,0,0
