position,number,driver,constructor,laps,grid,status,points
1,6,Jacques Villeneuve,Williams,67,2,Finished,10
2,1,Michael Schumacher,Ferrari,67,3,Finished,6
3,8,David Coulthard,McLaren,67,6,Finished,4
4,5,Damon Hill,Williams,67,1,Finished,3
5,11,Rubens Barrichello,Jordan,67,5,Finished,2
6,12,Martin Brundle,Jordan,67,11,Finished,1
7,14,Johnny Herbert,Sauber,67,12,Finished,0
8,7,Mika Häkkinen,McLaren,67,9,Finished,0
9,4,Gerhard Berger,Benetton,67,8,Finished,0
10,10,Pedro Diniz,Ligier,66,17,+1 Lap,0
11,16,Ricardo Rosset,Footwork,65,20,+2 Laps,0
12,20,Pedro Lamy,Minardi,65,19,+2 Laps,0
13,21,Giancarlo Fisichella,Minardi,65,18,+2 Laps,0
14,19,Mika Salo,Tyrrell,66,14,Disqualified,0
15,18,Ukyo Katayama,Tyrrell,65,16,Disqualified,0
16,15,Heinz-Harald Frentzen,Sauber,59,10,Brakes,0
17,17,Jos Verstappen,Footwork,38,13,Engine,0
18,9,Olivier Panis,Ligier,6,15,Collision,0
19,2,Eddie Irvine,Ferrari,6,7,Electrical,0
20,3,Jean Alesi,Benetton,1,4,Collision,0
21,23,Andrea Montermini,Forti,0,21,107% Rule,0
22,22,Luca Badoer,Forti,0,22,107% Rule,0
