position,number,driver,constructor,Q1,Q2,Q3
1,44,Lewis Hamilton,Mercedes,1:28.586,1:26.894,1:26.327
2,6,Nico Rosberg,Mercedes,1:28.906,1:27.097,1:26.921
3,19,Felipe Massa,Williams,1:29.246,1:27.895,1:27.718
4,5,Sebastian Vettel,Ferrari,1:29.307,1:27.742,1:27.757
5,7,Kimi Räikkönen,Ferrari,1:29.754,1:27.807,1:27.790
6,77,Valtteri Bottas,Williams,1:29.641,1:27.796,1:28.087
7,3,Daniel Ricciardo,Red Bull,1:29.788,1:28.679,1:28.329
8,55,Carlos Sainz,Toro Rosso,1:29.597,1:28.601,1:28.510
9,8,Romain Grosjean,Lotus F1,1:29.537,1:28.589,1:28.560
10,13,Pastor Maldonado,Lotus F1,1:29.847,1:28.726,1:29.480
11,12,Felipe Nasr,Sauber,1:30.430,1:28.800,
12,33,Max Verstappen,Toro Rosso,1:29.248,1:28.868,
13,26,Daniil Kvyat,Red Bull,1:30.402,1:29.070,
14,27,Nico Hülkenberg,Force India,1:29.651,1:29.208,
15,11,Sergio Pérez,Force India,1:29.990,1:29.209,
16,9,Marcus Ericsson,Sauber,1:31.376,,
17,22,Jenson Button,McLaren,1:31.422,,
18,20,Kevin Magnussen,McLaren,1:32.037,,
