Position,Driver,Constructor,Points,Wins
1,Jacques Villeneuve,Williams,20,2
2,David Coulthard,McLaren,10,1
3,Gerhard Berger,Benetton,10,0
4,Mika Häkkinen,McLaren,9,0
5,Michael Schumacher,Ferrari,8,0
6,Eddie Irvine,Ferrari,6,0
7,Olivier Panis,Prost,6,0
8,Ralf Schumacher,Jordan,4,0
9,Johnny Herbert,Sauber,3,0
10,Jean Alesi,Benetton,1,0
11,Nicola Larini,Sauber,1,0
12,Shinji Nakano,Prost,0,0
13,Heinz-Harald Frentzen,Williams,0,0
14,Mika Salo,Tyrrell,0,0
15,Giancarlo Fisichella,Jordan,0,0
16,Jarno Trulli,Minardi,0,0
17,Pedro Diniz,Arrows,0,0
18,Jan Magnussen,Stewart,0,0
19,Jos Verstappen,Tyrrell,0,0
20,Damon Hill,Arrows,0,0
21,Ukyo Katayama,Minardi,0,0
