Position,Driver,Constructor,Points,Wins
1,Michael Schumacher,Ferrari,82,5
2,Juan Pablo Montoya,Williams,79,2
3,Kimi Räikkönen,McLaren,75,1
4,Ralf Schumacher,Williams,58,2
5,Rubens Barrichello,Ferrari,55,1
6,Fernando Alonso,Renault,55,1
7,David Coulthard,McLaren,45,1
8,Jarno Trulli,Renault,24,0
9,Mark Webber,Jaguar,17,0
10,Jenson Button,BAR,12,0
11,Giancarlo Fisichella,Jordan,10,1
12,Cristiano da Matta,Toyota,8,0
13,Heinz-Harald Frentzen,Sauber,7,0
14,Olivier Panis,Toyota,6,0
15,Jacques Villeneuve,BAR,6,0
16,Marc Gené,Williams,4,0
17,Nick Heidfeld,Sauber,2,0
18,Ralph Firman,Jordan,1,0
19,Antônio Pizzonia,Jaguar,0,0
20,Jos Verstappen,Minardi,0,0
21,Justin Wilson,Minardi,0,0
22,Zsolt Baumgartner,Jordan,0,0
23,Nicolas Kiesa,Minardi,0,0
