position,number,driver,constructor,laps,grid,status,points
1,44,Lewis Hamilton,Mercedes,66,1,Finished,25
2,33,Max Verstappen,Red Bull,66,3,Finished,18
3,77,Valtteri Bottas,Mercedes,66,2,Finished,16
4,18,Lance Stroll,Racing Point,65,5,+1 Lap,12
5,11,Sergio Pérez,Racing Point,65,4,+1 Lap,10
6,55,Carlos Sainz,McLaren,65,7,+1 Lap,8
7,5,Sebastian Vettel,Ferrari,65,11,+1 Lap,6
8,23,Alexander Albon,Red Bull,65,6,+1 Lap,4
9,10,Pierre Gasly,AlphaTauri,65,10,+1 Lap,2
10,4,Lando Norris,McLaren,65,8,+1 Lap,1
11,3,Daniel Ricciardo,Renault,65,13,+1 Lap,0
12,26,Daniil Kvyat,AlphaTauri,65,12,+1 Lap,0
13,31,Esteban Ocon,Renault,65,15,+1 Lap,0
14,7,Kimi Räikkönen,Alfa Romeo,65,14,+1 Lap,0
15,20,Kevin Magnussen,Haas F1 Team,65,16,+1 Lap,0
16,99,Antonio Giovinazzi,Alfa Romeo,65,20,+1 Lap,0
17,63,George Russell,Williams,65,18,+1 Lap,0
18,6,Nicholas Latifi,Williams,64,19,+2 Laps,0
19,8,Romain Grosjean,Haas F1 Team,64,17,+2 Laps,0
20,16,Charles Leclerc,Ferrari,38,9,Electronics,0
