position,number,driver,constructor,Q1,Q2,Q3
1,44,Lewis Hamilton,Mercedes,1:16.872,1:16.013,1:15.584
2,77,Valtteri Bottas,Mercedes,1:17.243,1:16.152,1:15.643
3,33,Max Verstappen,Red Bull,1:17.213,1:16.518,1:16.292
4,11,Sergio Pérez,Racing Point,1:17.117,1:16.936,1:16.482
5,18,Lance Stroll,Racing Point,1:17.316,1:16.666,1:16.589
6,23,Alexander Albon,Red Bull,1:17.419,1:17.163,1:17.029
7,55,Carlos Sainz,McLaren,1:17.438,1:16.876,1:17.044
8,4,Lando Norris,McLaren,1:17.577,1:17.166,1:17.084
9,16,Charles Leclerc,Ferrari,1:17.256,1:16.953,1:17.087
10,10,Pierre Gasly,AlphaTauri,1:17.356,1:16.800,1:17.136
11,5,Sebastian Vettel,Ferrari,1:17.573,1:17.168,
12,26,Daniil Kvyat,AlphaTauri,1:17.676,1:17.192,
13,3,Daniel Ricciardo,Renault,1:17.667,1:17.198,
14,7,Kimi Räikkönen,Alfa Romeo,1:17.797,1:17.386,
15,31,Esteban Ocon,Renault,1:17.765,1:17.567,
16,20,Kevin Magnussen,Haas F1 Team,1:17.908,,
17,8,Romain Grosjean,Haas F1 Team,1:18.089,,
18,63,George Russell,Williams,1:18.099,,
19,6,Nicholas Latifi,Williams,1:18.532,,
20,99,Antonio Giovinazzi,Alfa Romeo,1:18.697,,
