position,number,driver,constructor,Q1,Q2,Q3
1,44,Lewis Hamilton,Mercedes,1:14.121,1:13.076,1:12.812
2,6,Nico Rosberg,Mercedes,1:13.714,1:13.094,1:12.874
3,5,Sebastian Vettel,Ferrari,1:13.925,1:13.857,1:12.990
4,3,Daniel Ricciardo,Red Bull,1:14.030,1:13.540,1:13.166
5,33,Max Verstappen,Red Bull,1:14.601,1:13.793,1:13.414
6,7,Kimi Räikkönen,Ferrari,1:14.477,1:13.849,1:13.579
7,77,Valtteri Bottas,Williams,1:14.389,1:13.791,1:13.670
8,19,Felipe Massa,Williams,1:14.815,1:13.864,1:13.769
9,27,Nico Hülkenberg,Force India,1:14.663,1:14.166,1:13.952
10,14,Fernando Alonso,McLaren,1:15.026,1:14.260,1:14.338
11,11,Sergio Pérez,Force India,1:14.814,1:14.317,
12,22,Jenson Button,McLaren,1:14.755,1:14.437,
13,26,Daniil Kvyat,Toro Rosso,1:14.829,1:14.457,
14,21,Esteban Gutiérrez,Haas F1 Team,1:15.148,1:14.571,
15,8,Romain Grosjean,Haas F1 Team,1:15.444,1:14.803,
16,55,Carlos Sainz,Toro Rosso,1:14.714,1:21.956,
17,30,Jolyon Palmer,Renault,1:15.459,,
18,94,Pascal Wehrlein,Manor Marussia,1:15.599,,
19,9,Marcus Ericsson,Sauber,1:15.635,,
20,12,Felipe Nasr,Sauber,1:16.663,,
21,88,Rio Haryanto,Manor Marussia,1:17.052,,
