Position,Driver,Constructor,Points,Wins
1,Jack Brabham,Cooper-Climax,15,1
2,Jo Bonnier,BRM,8,1
3,Rodger Ward,Watson,8,1
4,Tony Brooks,Ferrari,6,0
5,Jim Rathmann,Watson,6,0
6,Johnny Thomson,Lesovsky,5,0
7,Maurice Trintignant,Cooper-Climax,4,0
8,Masten Gregory,Cooper-Climax,4,0
9,Phil Hill,Ferrari,3,0
10,Tony Bettenhausen,Epperly,3,0
11,Innes Ireland,Team Lotus,3,0
12,Jean Behra,Ferrari,2,0
13,Paul Goldsmith,Epperly,2,0
14,Bruce McLaren,Cooper-Climax,2,0
15,Stirling Moss,Cooper-Climax,1,0
16,Roy Salvadori,Cooper-Maserati,0,0
17,Johnny Boyd,Epperly,0,0
18,Graham Hill,Team Lotus,0,0
19,Duane Carter,Kurtis Kraft,0,0
20,Eddie Johnson,Kurtis Kraft,0,0
21,Cliff Allison,Ferrari,0,0
22,Paul Russo,Kurtis Kraft,0,0
23,Carel Godin de Beaufort,Porsche,0,0
24,Anthony Foyt,Kuzma,0,0
25,Gene Hartley,Kuzma,0,0
26,Bob Veith,Moore,0,0
27,Al Herman,Dunn,0,0
28,Jimmy Daywalt,Kurtis Kraft,0,0
29,Chuck Arnold,Kurtis Kraft,0,0
30,Jim McWithey,Kurtis Kraft,0,0
