position,number,driver,constructor,Q1,Q2,Q3
1,44,Lewis Hamilton,Mercedes,1:22.043,1:21.014,1:20.486
2,77,Valtteri Bottas,Mercedes,1:22.367,1:21.193,1:20.598
3,5,Sebastian Vettel,Ferrari,1:22.885,1:21.912,1:21.190
4,33,Max Verstappen,Red Bull,1:22.876,1:21.678,1:21.320
5,16,Charles Leclerc,Ferrari,1:22.017,1:21.739,1:21.442
6,8,Romain Grosjean,Haas F1 Team,1:22.959,1:21.870,1:21.826
7,20,Kevin Magnussen,Haas F1 Team,1:22.519,1:22.221,1:22.099
8,4,Lando Norris,McLaren,1:22.702,1:22.423,1:22.304
9,7,Kimi Räikkönen,Alfa Romeo,1:22.966,1:22.349,1:22.314
10,11,Sergio Pérez,Racing Point,1:22.908,1:22.532,1:22.781
11,27,Nico Hülkenberg,Renault,1:22.540,1:22.562,
12,3,Daniel Ricciardo,Renault,1:22.921,1:22.570,
13,23,Alexander Albon,Toro Rosso,1:22.757,1:22.636,
14,99,Antonio Giovinazzi,Alfa Romeo,1:22.431,1:22.714,
15,26,Daniil Kvyat,Toro Rosso,1:22.511,1:22.774,
16,18,Lance Stroll,Racing Point,1:23.017,,
17,10,Pierre Gasly,Red Bull,1:23.020,,
18,55,Carlos Sainz,McLaren,1:23.084,,
19,63,George Russell,Williams,1:24.360,,
20,88,Robert Kubica,Williams,1:26.067,,
