position,number,driver,constructor,Q1,Q2,Q3
1,5,Michael Schumacher,Ferrari,1:14.548,,
2,4,Heinz-Harald Frentzen,Williams,1:14.749,,
3,11,Ralf Schumacher,Jordan,1:14.755,,
4,3,Jacques Villeneuve,Williams,1:14.800,,
5,6,Eddie Irvine,Ferrari,1:14.860,,
6,14,Jarno Trulli,Prost,1:14.957,,
7,8,Alexander Wurz,Benetton,1:14.986,,
8,7,Jean Alesi,Benetton,1:15.228,,
9,10,David Coulthard,McLaren,1:15.270,,
10,9,Mika Häkkinen,McLaren,1:15.339,,
11,12,Giancarlo Fisichella,Jordan,1:15.453,,
12,22,Rubens Barrichello,Stewart,1:15.876,,
13,15,Shinji Nakano,Prost,1:15.876,,
14,16,Johnny Herbert,Sauber,1:16.018,,
15,23,Jan Magnussen,Stewart,1:16.149,,
16,2,Pedro Diniz,Arrows,1:16.536,,
17,1,Damon Hill,Arrows,1:16.729,,
18,19,Jos Verstappen,Tyrrell,1:16.941,,
19,18,Mika Salo,Tyrrell,1:17.256,,
20,17,Norberto Fontana,Sauber,1:17.538,,
21,20,Ukyo Katayama,Minardi,1:17.563,,
22,21,Tarso Marques,Minardi,1:18.280,,
