position,number,driver,constructor,laps,grid,status,points
1,17,Jim Clark,Lotus-Climax,32,2,Finished,9
2,8,Jackie Stewart,BRM,32,3,Finished,6
3,4,Bruce McLaren,Cooper-Climax,31,9,+1 Lap,4
4,14,Jack Brabham,Brabham-Climax,31,10,+1 Lap,3
5,7,Graham Hill,BRM,31,1,+1 Lap,2
6,10,Richie Ginther,Honda,31,4,+1 Lap,1
7,18,Mike Spence,Lotus-Climax,31,12,+1 Lap,0
8,21,Jo Siffert,Brabham-BRM,31,8,+1 Lap,0
9,2,Lorenzo Bandini,Ferrari,30,15,+2 Laps,0
10,15,Dan Gurney,Brabham-Climax,30,5,+2 Laps,0
11,5,Jochen Rindt,Cooper-Climax,29,14,+3 Laps,0
12,27,Lucien Bianchi,BRM,29,17,+3 Laps,0
13,22,Innes Ireland,Lotus-BRM,27,16,+5 Laps,0
14,23,Richard Attwood,Lotus-BRM,26,13,Accident,0
15,29,Masten Gregory,BRM,12,20,Fuel pump,0
16,20,Jo Bonnier,Brabham-Climax,9,7,Ignition,0
17,11,Ronnie Bucknum,Honda,9,11,Gearbox,0
18,1,John Surtees,Ferrari,5,6,Engine,0
19,26,Frank Gardner,Brabham-BRM,3,19,Ignition,0
