position,number,driver,constructor,Q1,Q2,Q3
1,1,Michael Schumacher,Ferrari,1:19.146,,
2,2,Rubens Barrichello,Ferrari,1:19.323,,
3,10,Takuma Sato,BAR,1:19.693,,
4,9,Jenson Button,BAR,1:19.700,,
5,8,Fernando Alonso,Renault,1:19.996,,
6,4,Antônio Pizzonia,Williams,1:20.170,,
7,3,Juan Pablo Montoya,Williams,1:20.199,,
8,11,Giancarlo Fisichella,Sauber,1:20.324,,
9,7,Jarno Trulli,Renault,1:20.411,,
10,6,Kimi Räikkönen,McLaren,1:20.570,,
11,14,Mark Webber,Jaguar,1:20.730,,
12,5,David Coulthard,McLaren,1:20.897,,
13,17,Olivier Panis,Toyota,1:21.068,,
14,15,Christian Klien,Jaguar,1:21.118,,
15,16,Ricardo Zonta,Toyota,1:21.135,,
16,18,Nick Heidfeld,Jordan,1:22.180,,
17,19,Giorgio Pantano,Jordan,1:22.356,,
18,21,Zsolt Baumgartner,Minardi,1:24.329,,
19,20,Gianmaria Bruni,Minardi,1:24.679,,
20,12,Felipe Massa,Sauber,,,
