position,number,driver,constructor,laps,grid,status,points
1,1,Michael Schumacher,Ferrari,70,1,Finished,10
2,2,Rubens Barrichello,Ferrari,70,2,Finished,8
3,8,Fernando Alonso,Renault,70,5,Finished,6
4,3,Juan Pablo Montoya,Williams,70,7,Finished,5
5,9,Jenson Button,BAR,70,4,Finished,4
6,10,Takuma Sato,BAR,69,3,+1 Lap,3
7,4,Antônio Pizzonia,Williams,69,6,+1 Lap,2
8,11,Giancarlo Fisichella,Sauber,69,8,+1 Lap,1
9,5,David Coulthard,McLaren,69,12,+1 Lap,0
10,14,Mark Webber,Jaguar,69,11,+1 Lap,0
11,17,Olivier Panis,Toyota,69,13,+1 Lap,0
12,18,Nick Heidfeld,Jordan,68,16,+2 Laps,0
13,15,Christian Klien,Jaguar,68,14,+2 Laps,0
14,20,Gianmaria Bruni,Minardi,66,19,+4 Laps,0
15,21,Zsolt Baumgartner,Minardi,65,18,+5 Laps,0
16,19,Giorgio Pantano,Jordan,48,17,Gearbox,0
17,7,Jarno Trulli,Renault,41,9,Engine,0
18,16,Ricardo Zonta,Toyota,31,15,Electronics,0
19,12,Felipe Massa,Sauber,21,20,Brakes,0
20,6,Kimi Räikkönen,McLaren,13,10,Electrical,0
