Position,Driver,Constructor,Points,Wins
1,Jody Scheckter,Ferrari,30,2
2,Jacques Laffite,Ligier,24,2
3,Gilles Villeneuve,Ferrari,20,2
4,Patrick Depailler,Ligier,20,1
5,Carlos Reutemann,Team Lotus,20,0
6,Mario Andretti,Team Lotus,12,0
7,John Watson,McLaren,8,0
8,Didier Pironi,Tyrrell,8,0
9,Jean-Pierre Jarier,Tyrrell,7,0
10,Clay Regazzoni,Williams,6,0
11,Alan Jones,Williams,4,0
12,Riccardo Patrese,Arrows,2,0
13,Jochen Mass,Arrows,1,0
14,Emerson Fittipaldi,Fittipaldi,1,0
15,Niki Lauda,Brabham-Alfa Romeo,1,0
16,Elio de Angelis,Shadow,0,0
17,Nelson Piquet,Brabham-Alfa Romeo,0,0
18,Hans-Joachim Stuck,ATS,0,0
19,James Hunt,Wolf,0,0
20,René Arnoux,Renault,0,0
21,Jan Lammers,Shadow,0,0
22,Patrick Tambay,McLaren,0,0
23,Jean-Pierre Jabouille,Renault,0,0
24,Derek Daly,Ensign,0,0
25,Hector Rebaque,Team Lotus,0,0
26,Bruno Giacomelli,Alfa Romeo,0,0
27,Arturo Merzario,Merzario,0,0
28,Gianfranco Brancatelli,Kauhsen,0,0
