Position,Driver,Constructor,Points,Wins
1,Mario Andretti,Team Lotus,12,1
2,Niki Lauda,Brabham,10,0
3,Carlos Reutemann,Ferrari,9,1
4,Emerson Fittipaldi,Fittipaldi,6,0
5,Patrick Depailler,Tyrrell,4,0
6,James Hunt,McLaren,3,0
7,Clay Regazzoni,Shadow,2,0
8,Ronnie Peterson,Team Lotus,2,0
9,Didier Pironi,Tyrrell,1,0
10,Patrick Tambay,McLaren,1,0
11,Jochen Mass,ATS,0,0
12,Gilles Villeneuve,Ferrari,0,0
13,John Watson,Brabham,0,0
14,Jacques Laffite,Ligier,0,0
15,Jody Scheckter,Wolf,0,0
16,Riccardo Patrese,Arrows,0,0
17,Alan Jones,Williams,0,0
18,Jean-Pierre Jarier,ATS,0,0
19,Brett Lunger,McLaren,0,0
20,Hans-Joachim Stuck,Shadow,0,0
21,Vittorio Brambilla,Surtees,0,0
22,Hector Rebaque,Team Lotus,0,0
23,Danny Ongais,Ensign,0,0
24,Lamberto Leoni,Ensign,0,0
25,Rupert Keegan,Surtees,0,0
26,Arturo Merzario,Merzario,0,0
27,Eddie Cheever,Theodore,0,0
28,Divina Galica,Hesketh,0,0
