Position,Driver,Constructor,Points,Wins
1,Lewis Hamilton,Mercedes,112,3
2,Valtteri Bottas,Mercedes,105,2
3,Max Verstappen,Red Bull,66,0
4,Sebastian Vettel,Ferrari,64,0
5,Charles Leclerc,Ferrari,57,0
6,Pierre Gasly,Red Bull,21,0
7,Kevin Magnussen,Haas F1 Team,14,0
8,Sergio Pérez,Racing Point,13,0
9,Kimi Räikkönen,Alfa Romeo,13,0
10,Lando Norris,McLaren,12,0
11,Carlos Sainz,McLaren,10,0
12,Daniel Ricciardo,Renault,6,0
13,Nico Hülkenberg,Renault,6,0
14,Lance Stroll,Racing Point,4,0
15,Alexander Albon,Toro Rosso,3,0
16,Daniil Kvyat,Toro Rosso,3,0
17,Romain Grosjean,Haas F1 Team,1,0
18,Antonio Giovinazzi,Alfa Romeo,0,0
19,George Russell,Williams,0,0
20,Robert Kubica,Williams,0,0
