position,number,driver,constructor,Q1,Q2,Q3
1,77,Valtteri Bottas,Mercedes,1:16.979,1:15.924,1:15.406
2,44,Lewis Hamilton,Mercedes,1:17.292,1:16.038,1:16.040
3,5,Sebastian Vettel,Ferrari,1:17.425,1:16.667,1:16.272
4,33,Max Verstappen,Red Bull,1:17.244,1:16.726,1:16.357
5,16,Charles Leclerc,Ferrari,1:17.388,1:16.714,1:16.588
6,10,Pierre Gasly,Red Bull,1:17.862,1:16.932,1:16.708
7,8,Romain Grosjean,Haas F1 Team,1:18.042,1:17.066,1:16.911
8,20,Kevin Magnussen,Haas F1 Team,1:17.669,1:17.272,1:16.922
9,26,Daniil Kvyat,Toro Rosso,1:17.914,1:17.243,1:17.573
10,3,Daniel Ricciardo,Renault,1:18.385,1:17.299,1:18.106
11,4,Lando Norris,McLaren,1:17.611,1:17.338,
12,23,Alexander Albon,Toro Rosso,1:17.796,1:17.445,
13,55,Carlos Sainz,McLaren,1:17.760,1:17.599,
14,7,Kimi Räikkönen,Alfa Romeo,1:18.132,1:17.788,
15,11,Sergio Pérez,Racing Point,1:18.286,1:17.886,
16,27,Nico Hülkenberg,Renault,1:18.404,,
17,18,Lance Stroll,Racing Point,1:18.471,,
18,99,Antonio Giovinazzi,Alfa Romeo,1:18.664,,
19,63,George Russell,Williams,1:19.072,,
20,88,Robert Kubica,Williams,1:20.254,,
