Position,Driver,Constructor,Points,Wins
1,Juan Fangio,Maserati,8,1
2,Jean Behra,Maserati,6,0
3,Carlos Menditeguy,Maserati,4,0
4,Harry Schell,Maserati,3,0
5,Alfonso de Portago,Ferrari,1,0
6,José Froilán González,Ferrari,1,0
7,Stirling Moss,Maserati,1,0
8,Peter Collins,Ferrari,0,0
9,Cesare Perdisa,Ferrari,0,0
10,Wolfgang von Trips,Ferrari,0,0
11,Jo Bonnier,Maserati,0,0
12,Alessandro de Tomaso,Ferrari,0,0
13,Luigi Piotti,Maserati,0,0
14,Eugenio Castellotti,Ferrari,0,0
15,Mike Hawthorn,Ferrari,0,0
16,Luigi Musso,Ferrari,0,0
