position,number,driver,constructor,laps,grid,status,points
1,3,Jacques Villeneuve,Williams,77,2,Finished,10
2,1,Damon Hill,Arrows,77,3,Finished,6
3,16,Johnny Herbert,Sauber,77,10,Finished,4
4,5,Michael Schumacher,Ferrari,77,1,Finished,3
5,11,Ralf Schumacher,Jordan,77,14,Finished,2
6,15,Shinji Nakano,Prost,77,16,Finished,1
7,14,Jarno Trulli,Prost,77,12,Finished,0
8,8,Gerhard Berger,Benetton,77,7,Finished,0
9,6,Eddie Irvine,Ferrari,76,5,Spun off,0
10,20,Ukyo Katayama,Minardi,76,20,+1 Lap,0
11,7,Jean Alesi,Benetton,76,9,+1 Lap,0
12,21,Tarso Marques,Minardi,75,22,+2 Laps,0
13,19,Mika Salo,Tyrrell,75,21,+2 Laps,0
14,10,David Coulthard,McLaren,65,8,Electrical,0
15,18,Jos Verstappen,Tyrrell,61,18,Gearbox,0
16,2,Pedro Diniz,Arrows,53,19,Electrical,0
17,12,Giancarlo Fisichella,Jordan,42,13,Spun off,0
18,4,Heinz-Harald Frentzen,Williams,29,6,Fuel,0
19,22,Rubens Barrichello,Stewart,29,11,Engine,0
20,9,Mika Häkkinen,McLaren,12,4,Hydraulics,0
21,17,Gianni Morbidelli,Sauber,7,15,Engine,0
22,23,Jan Magnussen,Stewart,5,17,Accident,0
