position,number,driver,constructor,Q1,Q2,Q3
1,16,Charles Leclerc,Ferrari,1:43.587,1:42.938,1:42.519
2,5,Sebastian Vettel,Ferrari,1:44.109,1:43.037,1:43.267
3,44,Lewis Hamilton,Mercedes,1:45.260,1:43.592,1:43.282
4,77,Valtteri Bottas,Mercedes,1:45.141,1:43.980,1:43.415
5,33,Max Verstappen,Red Bull,1:44.622,1:44.132,1:43.690
6,3,Daniel Ricciardo,Renault,1:45.560,1:44.103,1:44.257
7,27,Nico Hülkenberg,Renault,1:45.899,1:44.549,1:44.542
8,7,Kimi Räikkönen,Alfa Romeo,1:45.842,1:44.140,1:44.557
9,11,Sergio Pérez,Racing Point,1:45.732,1:44.707,1:44.706
10,20,Kevin Magnussen,Haas F1 Team,1:45.839,1:44.738,1:45.086
11,8,Romain Grosjean,Haas F1 Team,1:45.694,1:44.797,
12,4,Lando Norris,McLaren,1:46.154,1:44.847,
13,18,Lance Stroll,Racing Point,1:46.000,1:45.047,
14,23,Alexander Albon,Red Bull,1:45.528,1:45.799,
15,99,Antonio Giovinazzi,Alfa Romeo,1:45.637,,
16,10,Pierre Gasly,Toro Rosso,1:46.435,,
17,55,Carlos Sainz,McLaren,1:46.507,,
18,26,Daniil Kvyat,Toro Rosso,1:46.518,,
19,63,George Russell,Williams,1:47.548,,
20,88,Robert Kubica,Williams,,,
