Position,Driver,Constructor,Points,Wins
1,Fernando Alonso,McLaren,38,2
2,Lewis Hamilton,McLaren,38,0
3,Felipe Massa,Ferrari,33,2
4,Kimi Räikkönen,Ferrari,23,1
5,Nick Heidfeld,BMW Sauber,18,0
6,Giancarlo Fisichella,Renault,13,0
7,Robert Kubica,BMW Sauber,12,0
8,Nico Rosberg,Williams,5,0
9,David Coulthard,Red Bull,4,0
10,Jarno Trulli,Toyota,4,0
11,Heikki Kovalainen,Renault,3,0
12,Alexander Wurz,Williams,2,0
13,Takuma Sato,Super Aguri,1,0
14,Ralf Schumacher,Toyota,1,0
15,Scott Speed,Toro Rosso,0,0
16,Rubens Barrichello,Honda,0,0
17,Mark Webber,Red Bull,0,0
18,Jenson Button,Honda,0,0
19,Anthony Davidson,Super Aguri,0,0
20,Adrian Sutil,Spyker,0,0
21,Christijan Albers,Spyker,0,0
22,Vitantonio Liuzzi,Toro Rosso,0,0
