position,number,driver,constructor,laps,grid,status,points
1,5,Sebastian Vettel,Ferrari,57,1,Finished,25
2,77,Valtteri Bottas,Mercedes,57,3,Finished,18
3,44,Lewis Hamilton,Mercedes,57,9,Finished,15
4,10,Pierre Gasly,Toro Rosso,57,5,Finished,12
5,20,Kevin Magnussen,Haas F1 Team,57,6,Finished,10
6,27,Nico Hülkenberg,Renault,57,7,Finished,8
7,14,Fernando Alonso,McLaren,56,13,+1 Lap,6
8,2,Stoffel Vandoorne,McLaren,56,14,+1 Lap,4
9,9,Marcus Ericsson,Sauber,56,17,+1 Lap,2
10,31,Esteban Ocon,Force India,56,8,+1 Lap,1
11,55,Carlos Sainz,Renault,56,10,+1 Lap,0
12,16,Charles Leclerc,Sauber,56,19,+1 Lap,0
13,8,Romain Grosjean,Haas F1 Team,56,16,+1 Lap,0
14,18,Lance Stroll,Williams,56,20,+1 Lap,0
15,35,Sergey Sirotkin,Williams,56,18,+1 Lap,0
16,11,Sergio Pérez,Force India,56,12,+1 Lap,0
17,28,Brendon Hartley,Toro Rosso,56,11,+1 Lap,0
18,7,Kimi Räikkönen,Ferrari,35,2,Wheel,0
19,33,Max Verstappen,Red Bull,3,15,Puncture,0
20,3,Daniel Ricciardo,Red Bull,1,4,Electrical,0
