Position,Driver,Constructor,Points,Wins
1,Fernando Alonso,Ferrari,35,1
2,Lewis Hamilton,McLaren,30,0
3,Jenson Button,McLaren,25,1
4,Mark Webber,Red Bull,24,0
5,Sergio Pérez,Sauber,22,0
6,Sebastian Vettel,Red Bull,18,0
7,Kimi Räikkönen,Lotus F1,16,0
8,Bruno Senna,Williams,8,0
9,Kamui Kobayashi,Sauber,8,0
10,Paul di Resta,Force India,7,0
11,Jean-Éric Vergne,Toro Rosso,4,0
12,Daniel Ricciardo,Toro Rosso,2,0
13,Nico Hülkenberg,Force India,2,0
14,Michael Schumacher,Mercedes,1,0
15,Nico Rosberg,Mercedes,0,0
16,Pastor Maldonado,Williams,0,0
17,Timo Glock,Marussia,0,0
18,Charles Pic,Marussia,0,0
19,Felipe Massa,Ferrari,0,0
20,Vitaly Petrov,Caterham,0,0
21,Heikki Kovalainen,Caterham,0,0
22,Narain Karthikeyan,HRT,0,0
23,Pedro de la Rosa,HRT,0,0
24,Romain Grosjean,Lotus F1,0,0
