position,number,driver,constructor,Q1,Q2,Q3
1,4,Lewis Hamilton,McLaren,1:37.813,1:37.106,1:36.219
2,3,Jenson Button,McLaren,1:37.575,1:36.928,1:36.368
3,7,Michael Schumacher,Mercedes,1:37.517,1:37.017,1:36.391
4,2,Mark Webber,Red Bull,1:37.172,1:37.375,1:36.461
5,9,Kimi Räikkönen,Lotus F1,1:37.961,1:36.715,1:36.461
6,1,Sebastian Vettel,Red Bull,1:38.102,1:37.419,1:36.634
7,10,Romain Grosjean,Lotus F1,1:38.058,1:37.338,1:36.658
8,8,Nico Rosberg,Mercedes,1:37.696,1:36.996,1:36.664
9,5,Fernando Alonso,Ferrari,1:38.151,1:37.379,1:37.566
10,15,Sergio Pérez,Sauber,1:37.933,1:37.477,1:37.698
11,18,Pastor Maldonado,Williams,1:37.789,1:37.589,
12,6,Felipe Massa,Ferrari,1:38.381,1:37.731,
13,19,Bruno Senna,Williams,1:38.437,1:37.841,
14,11,Paul di Resta,Force India,1:38.325,1:37.877,
15,16,Daniel Ricciardo,Toro Rosso,1:38.419,1:37.883,
16,12,Nico Hülkenberg,Force India,1:38.303,1:37.890,
17,14,Kamui Kobayashi,Sauber,1:38.372,1:38.069,
18,17,Jean-Éric Vergne,Toro Rosso,1:39.077,,
19,20,Heikki Kovalainen,Caterham,1:39.306,,
20,21,Vitaly Petrov,Caterham,1:39.567,,
21,24,Timo Glock,Marussia,1:40.903,,
22,25,Charles Pic,Marussia,1:41.250,,
23,22,Pedro de la Rosa,HRT,1:42.914,,
24,23,Narain Karthikeyan,HRT,1:43.655,,
