position,number,driver,constructor,Q1,Q2,Q3
1,44,Lewis Hamilton,Mercedes,1:22.824,1:22.051,1:21.164
2,7,Kimi Räikkönen,Ferrari,1:23.096,1:22.507,1:21.828
3,5,Sebastian Vettel,Ferrari,1:23.348,1:21.944,1:21.838
4,33,Max Verstappen,Red Bull,1:23.483,1:22.416,1:21.879
5,3,Daniel Ricciardo,Red Bull,1:23.494,1:22.897,1:22.152
6,20,Kevin Magnussen,Haas F1 Team,1:23.909,1:23.300,1:23.187
7,8,Romain Grosjean,Haas F1 Team,1:23.671,1:23.468,1:23.339
8,27,Nico Hülkenberg,Renault,1:23.782,1:23.544,1:23.532
9,55,Carlos Sainz,Renault,1:23.529,1:23.061,1:23.577
10,77,Valtteri Bottas,Mercedes,1:23.686,1:22.089,
11,14,Fernando Alonso,McLaren,1:23.597,1:23.692,
12,2,Stoffel Vandoorne,McLaren,1:24.073,1:23.853,
13,11,Sergio Pérez,Force India,1:24.344,1:24.005,
14,18,Lance Stroll,Williams,1:24.464,1:24.230,
15,31,Esteban Ocon,Force India,1:24.503,1:24.786,
16,28,Brendon Hartley,Toro Rosso,1:24.532,,
17,9,Marcus Ericsson,Sauber,1:24.556,,
18,16,Charles Leclerc,Sauber,1:24.636,,
19,35,Sergey Sirotkin,Williams,1:24.922,,
20,10,Pierre Gasly,Toro Rosso,1:25.295,,
