position,number,driver,constructor,laps,grid,status,points
1,33,Max Verstappen,Red Bull,71,1,Finished,26
2,77,Valtteri Bottas,Mercedes,71,5,Finished,18
3,4,Lando Norris,McLaren,71,2,Finished,15
4,44,Lewis Hamilton,Mercedes,71,4,Finished,12
5,55,Carlos Sainz,Ferrari,71,10,Finished,10
6,11,Sergio Pérez,Red Bull,71,3,Finished,8
7,3,Daniel Ricciardo,McLaren,71,13,Finished,6
8,16,Charles Leclerc,Ferrari,71,12,Finished,4
9,10,Pierre Gasly,AlphaTauri,71,6,Finished,2
10,14,Fernando Alonso,Alpine F1 Team,70,14,+1 Lap,1
11,63,George Russell,Williams,70,8,+1 Lap,0
12,22,Yuki Tsunoda,AlphaTauri,70,7,+1 Lap,0
13,18,Lance Stroll,Aston Martin,70,9,+1 Lap,0
14,99,Antonio Giovinazzi,Alfa Romeo,70,15,+1 Lap,0
15,7,Kimi Räikkönen,Alfa Romeo,70,16,+1 Lap,0
16,6,Nicholas Latifi,Williams,70,18,+1 Lap,0
17,5,Sebastian Vettel,Aston Martin,69,11,Collision,0
18,47,Mick Schumacher,Haas F1 Team,69,19,+2 Laps,0
19,9,Nikita Mazepin,Haas F1 Team,69,20,+2 Laps,0
20,31,Esteban Ocon,Alpine F1 Team,0,17,Collision,0
