Position,Driver,Constructor,Points,Wins
1,Michael Schumacher,Ferrari,44,4
2,Juan Pablo Montoya,Williams,23,0
3,Ralf Schumacher,Williams,20,1
4,David Coulthard,McLaren,9,0
5,Jenson Button,Renault,8,0
6,Rubens Barrichello,Ferrari,6,0
7,Nick Heidfeld,Sauber,5,0
8,Kimi Räikkönen,McLaren,4,0
9,Eddie Irvine,Jaguar,3,0
10,Felipe Massa,Sauber,3,0
11,Mark Webber,Minardi,2,0
12,Mika Salo,Toyota,2,0
13,Heinz-Harald Frentzen,Arrows,1,0
14,Jacques Villeneuve,BAR,0,0
15,Allan McNish,Toyota,0,0
16,Alex Yoong,Minardi,0,0
17,Pedro de la Rosa,Jaguar,0,0
18,Takuma Sato,Jordan,0,0
19,Jarno Trulli,Renault,0,0
20,Giancarlo Fisichella,Jordan,0,0
