Position,Driver,Constructor,Points,Wins
1,Sebastian Vettel,Ferrari,43,1
2,Lewis Hamilton,Mercedes,43,1
3,Max Verstappen,Red Bull,25,0
4,Valtteri Bottas,Mercedes,23,0
5,Kimi Räikkönen,Ferrari,22,0
6,Daniel Ricciardo,Red Bull,12,0
7,Carlos Sainz,Toro Rosso,10,0
8,Felipe Massa,Williams,8,0
9,Sergio Pérez,Force India,8,0
10,Kevin Magnussen,Haas F1 Team,4,0
11,Daniil Kvyat,Toro Rosso,2,0
12,Esteban Ocon,Force India,2,0
13,Nico Hülkenberg,Renault,0,0
14,Romain Grosjean,Haas F1 Team,0,0
15,Antonio Giovinazzi,Sauber,0,0
16,Stoffel Vandoorne,McLaren,0,0
17,Jolyon Palmer,Renault,0,0
18,Marcus Ericsson,Sauber,0,0
19,Fernando Alonso,McLaren,0,0
20,Lance Stroll,Williams,0,0
