position,number,driver,constructor,Q1,Q2,Q3
1,44,Lewis Hamilton,Mercedes,1:33.333,1:32.406,1:31.678
2,5,Sebastian Vettel,Ferrari,1:33.078,1:32.391,1:31.864
3,77,Valtteri Bottas,Mercedes,1:33.684,1:32.552,1:31.865
4,7,Kimi Räikkönen,Ferrari,1:33.341,1:32.181,1:32.140
5,3,Daniel Ricciardo,Red Bull,1:34.041,1:33.546,1:33.033
6,19,Felipe Massa,Williams,1:34.205,1:33.759,1:33.507
7,27,Nico Hülkenberg,Renault,1:34.453,1:33.636,1:33.580
8,11,Sergio Pérez,Force India,1:34.657,1:33.920,1:33.706
9,26,Daniil Kvyat,Toro Rosso,1:34.440,1:34.034,1:33.719
10,18,Lance Stroll,Williams,1:33.986,1:34.090,1:34.220
11,55,Carlos Sainz,Toro Rosso,1:34.567,1:34.150,
12,20,Kevin Magnussen,Haas F1 Team,1:34.942,1:34.164,
13,14,Fernando Alonso,McLaren,1:34.499,1:34.372,
14,9,Marcus Ericsson,Sauber,1:34.892,1:35.046,
15,36,Antonio Giovinazzi,Sauber,1:34.963,,
16,2,Stoffel Vandoorne,McLaren,1:35.023,,
17,8,Romain Grosjean,Haas F1 Team,1:35.223,,
18,30,Jolyon Palmer,Renault,1:35.279,,
19,33,Max Verstappen,Red Bull,1:35.433,,
20,31,Esteban Ocon,Force India,1:35.496,,
