position,number,driver,constructor,laps,grid,status,points
1,3,Michael Schumacher,Ferrari,73,1,Finished,10
2,4,Rubens Barrichello,Ferrari,73,4,Finished,6
3,5,Heinz-Harald Frentzen,Jordan,73,7,Finished,4
4,22,Jacques Villeneuve,BAR,73,8,Finished,3
5,2,David Coulthard,McLaren,73,2,Finished,2
6,23,Ricardo Zonta,BAR,73,12,Finished,1
7,7,Eddie Irvine,Jaguar,73,17,Finished,0
8,16,Pedro Diniz,Sauber,72,9,+1 Lap,0
9,15,Nick Heidfeld,Prost,72,16,+1 Lap,0
10,12,Alexander Wurz,Benetton,72,11,+1 Lap,0
11,8,Johnny Herbert,Jaguar,72,19,+1 Lap,0
12,20,Marc Gené,Minardi,72,22,+1 Lap,0
13,14,Jean Alesi,Prost,64,20,Engine,0
14,21,Gastón Mazzacane,Minardi,59,21,Engine,0
15,9,Ralf Schumacher,Williams,58,10,Engine,0
16,18,Pedro de la Rosa,Arrows,45,18,Gearbox,0
17,11,Giancarlo Fisichella,Benetton,44,15,Engine,0
18,19,Jos Verstappen,Arrows,34,13,Brakes,0
19,1,Mika Häkkinen,McLaren,25,3,Engine,0
20,17,Mika Salo,Sauber,18,14,Spun off,0
21,10,Jenson Button,Williams,14,6,Engine,0
22,6,Jarno Trulli,Jordan,12,5,Collision,0
