lap,position,driver,time
1,1,vettel,1:33.554
1,2,webber,1:34.827
1,3,button,1:36.522
1,4,alonso,1:37.139
1,5,hamilton,1:37.933
1,6,massa,1:38.435
1,7,raikkonen,1:39.060
1,8,perez,1:39.660
1,9,hulkenberg,1:40.441
1,10,rosberg,1:40.901
1,11,maldonado,1:41.297
1,12,grosjean,1:41.771
1,13,bruno_senna,1:42.608
1,14,resta,1:43.061
1,15,ricciardo,1:43.788
1,16,kobayashi,1:44.475
1,17,rosa,1:45.204
1,18,kovalainen,1:45.608
1,19,pic,1:46.250
1,20,petrov,1:46.617
1,21,glock,1:47.492
1,22,karthikeyan,1:47.707
1,23,vergne,1:56.658
1,24,michael_schumacher,2:31.343
2,1,vettel,1:32.624
2,2,webber,1:33.040
2,3,button,1:33.830
2,4,alonso,1:34.059
2,5,hamilton,1:34.152
2,6,massa,1:34.279
2,7,raikkonen,1:34.466
2,8,perez,1:34.927
2,9,hulkenberg,1:34.908
2,10,rosberg,1:35.528
2,11,maldonado,1:35.780
2,12,grosjean,1:35.726
2,13,bruno_senna,1:35.702
2,14,resta,1:35.997
2,15,ricciardo,1:36.480
2,16,kobayashi,1:36.326
2,17,kovalainen,1:36.313
2,18,rosa,1:38.406
2,19,pic,1:37.702
2,20,petrov,1:37.714
2,21,glock,1:37.508
2,22,karthikeyan,1:37.920
2,23,vergne,1:55.875
2,24,michael_schumacher,1:55.683
3,1,vettel,1:32.577
3,2,webber,1:33.029
3,3,button,1:33.122
3,4,alonso,1:33.004
3,5,hamilton,1:33.012
3,6,massa,1:33.382
3,7,raikkonen,1:33.473
3,8,perez,1:33.870
3,9,hulkenberg,1:34.214
3,10,rosberg,1:34.783
3,11,maldonado,1:35.131
3,12,grosjean,1:35.409
3,13,bruno_senna,1:35.530
3,14,resta,1:35.522
3,15,ricciardo,1:35.536
3,16,kobayashi,1:35.802
3,17,kovalainen,1:35.599
3,18,pic,1:36.083
3,19,rosa,1:37.834
3,20,petrov,1:37.445
3,21,glock,1:37.415
3,22,karthikeyan,1:37.301
3,23,vergne,1:34.173
3,24,michael_schumacher,1:34.424
4,1,vettel,1:32.417
4,2,webber,1:32.551
4,3,alonso,1:33.062
4,4,button,1:34.627
4,5,hamilton,1:33.744
4,6,massa,1:33.506
4,7,raikkonen,1:33.511
4,8,perez,1:33.896
4,9,hulkenberg,1:33.731
4,10,rosberg,1:34.486
4,11,maldonado,1:34.227
4,12,grosjean,1:34.032
4,13,bruno_senna,1:34.063
4,14,resta,1:34.476
4,15,ricciardo,1:34.875
4,16,kobayashi,1:34.863
4,17,kovalainen,1:35.069
4,18,pic,1:35.264
4,19,petrov,1:35.391
