position,number,driver,constructor,laps,grid,status,points
1,10,Ronnie Peterson,March,52,8,Finished,9
2,2,Clay Regazzoni,Ferrari,52,9,Finished,6
3,26,Jacques Laffite,Ligier,52,1,Finished,4
4,1,Niki Lauda,Ferrari,52,5,Finished,3
5,3,Jody Scheckter,Tyrrell,52,2,Finished,2
6,4,Patrick Depailler,Tyrrell,52,4,Finished,1
7,9,Vittorio Brambilla,March,52,16,Finished,0
8,16,Tom Pryce,Shadow,52,15,Finished,0
9,35,Carlos Reutemann,Ferrari,52,7,Finished,0
10,22,Jacky Ickx,Ensign,52,10,Finished,0
11,28,John Watson,Penske,52,26,Finished,0
12,19,Alan Jones,Surtees,51,18,+1 Lap,0
13,6,Gunnar Nilsson,Team Lotus,51,12,+1 Lap,0
14,18,Brett Lunger,Surtees,50,24,+2 Laps,0
15,30,Emerson Fittipaldi,Fittipaldi,50,20,+2 Laps,0
16,24,Harald Ertl,Hesketh,49,19,Halfshaft,0
17,38,Henri Pescarolo,Surtees,49,22,+3 Laps,0
18,37,Alessandro Pesenti-Rossi,Tyrrell,49,21,+3 Laps,0
19,17,Jean-Pierre Jarier,Shadow,47,17,+5 Laps,0
20,7,Rolf Stommelen,Brabham-Alfa Romeo,41,11,Fuel system,0
21,34,Hans-Joachim Stuck,March,23,6,Accident,0
22,5,Mario Andretti,Team Lotus,23,14,Accident,0
23,11,James Hunt,McLaren,11,24,Spun off,0
24,40,Larry Perkins,Boro,8,13,Engine,0
25,8,Carlos Pace,Brabham-Alfa Romeo,4,3,Engine,0
26,12,Jochen Mass,McLaren,2,25,Ignition,0
27,25,Guy Edwards,Hesketh,0,0,Withdrew,0
28,20,Arturo Merzario,Wolf,0,0,Withdrew,0
29,39,Otto Stuppacher,Tyrrell,0,0,Withdrew,0
