position,number,driver,constructor,Q1,Q2,Q3
1,6,Nico Rosberg,Mercedes,1:40.380,1:35.179,1:35.766
2,1,Sebastian Vettel,Red Bull,1:45.086,1:36.410,1:37.386
3,22,Jenson Button,McLaren,1:44.425,1:36.579,1:38.200
4,27,Nico Hülkenberg,Force India,1:41.271,1:37.112,1:38.329
5,20,Kevin Magnussen,McLaren,1:42.507,1:37.370,1:38.417
6,44,Lewis Hamilton,Mercedes,1:41.058,1:34.870,1:39.232
7,11,Sergio Pérez,Force India,1:42.146,1:37.350,1:40.457
8,3,Daniel Ricciardo,Red Bull,1:44.710,1:38.166,1:40.606
9,26,Daniil Kvyat,Toro Rosso,1:41.032,1:36.813,1:40.707
10,25,Jean-Éric Vergne,Toro Rosso,1:43.040,1:37.800,1:40.855
11,8,Romain Grosjean,Lotus F1,1:43.121,1:38.496,
12,17,Jules Bianchi,Marussia,1:41.169,1:38.709,
13,4,Max Chilton,Marussia,1:42.082,1:39.800,
14,21,Esteban Gutiérrez,Sauber,1:43.285,1:40.912,
15,13,Pastor Maldonado,Lotus F1,1:43.892,1:44.018,
16,99,Adrian Sutil,Sauber,1:42.603,,
17,77,Valtteri Bottas,Williams,1:45.318,,
18,19,Felipe Massa,Williams,1:45.695,,
19,14,Fernando Alonso,Ferrari,1:45.935,,
20,7,Kimi Räikkönen,Ferrari,1:46.684,,
21,9,Marcus Ericsson,Caterham,1:49.421,,
22,10,Kamui Kobayashi,Caterham,1:49.625,,
