position,number,driver,constructor,laps,grid,status,points
1,1,Fernando Alonso,Renault,78,1,Finished,10
2,4,Juan Pablo Montoya,McLaren,78,4,Finished,8
3,14,David Coulthard,Red Bull,78,7,Finished,6
4,11,Rubens Barrichello,Honda,78,5,Finished,5
5,5,Michael Schumacher,Ferrari,78,22,Finished,4
6,2,Giancarlo Fisichella,Renault,78,9,Finished,3
7,16,Nick Heidfeld,BMW Sauber,77,15,+1 Lap,2
8,7,Ralf Schumacher,Toyota,77,10,+1 Lap,1
9,6,Felipe Massa,Ferrari,77,21,+1 Lap,0
10,20,Vitantonio Liuzzi,Toro Rosso,77,12,+1 Lap,0
11,12,Jenson Button,Honda,77,13,+1 Lap,0
12,19,Christijan Albers,MF1,77,16,+1 Lap,0
13,21,Scott Speed,Toro Rosso,77,18,+1 Lap,0
14,17,Jacques Villeneuve,BMW Sauber,77,14,+1 Lap,0
15,18,Tiago Monteiro,MF1,76,17,+2 Laps,0
16,23,Franck Montagny,Super Aguri,75,20,+3 Laps,0
17,8,Jarno Trulli,Toyota,72,6,Hydraulics,0
18,15,Christian Klien,Red Bull,56,11,Transmission,0
19,10,Nico Rosberg,Williams,51,8,Accident,0
20,3,Kimi Räikkönen,McLaren,50,3,Heat shield fire,0
21,9,Mark Webber,Williams,48,2,Exhaust,0
22,22,Takuma Sato,Super Aguri,46,19,Electrical,0
