Position,Driver,Constructor,Points,Wins
1,Jody Scheckter,Ferrari,44,2
2,Jacques Laffite,Ligier,36,2
3,Alan Jones,Williams,34,3
4,Gilles Villeneuve,Ferrari,32,2
5,Clay Regazzoni,Williams,24,1
6,Patrick Depailler,Ligier,20,1
7,Carlos Reutemann,Team Lotus,20,0
8,Jean-Pierre Jarier,Tyrrell,13,0
9,John Watson,McLaren,13,0
10,Mario Andretti,Team Lotus,12,0
11,René Arnoux,Renault,11,0
12,Jean-Pierre Jabouille,Renault,9,1
13,Didier Pironi,Tyrrell,8,0
14,Nelson Piquet,Brabham-Alfa Romeo,3,0
15,Jacky Ickx,Ligier,3,0
16,Jochen Mass,Arrows,3,0
17,Riccardo Patrese,Arrows,2,0
18,Emerson Fittipaldi,Fittipaldi,1,0
19,Niki Lauda,Brabham-Alfa Romeo,1,0
20,Elio de Angelis,Shadow,0,0
21,Hector Rebaque,Team Lotus,0,0
22,Patrick Tambay,McLaren,0,0
23,Geoff Lees,Tyrrell,0,0
24,Derek Daly,Ensign,0,0
25,Hans-Joachim Stuck,ATS,0,0
26,James Hunt,Wolf,0,0
27,Keke Rosberg,Wolf,0,0
28,Jan Lammers,Shadow,0,0
29,Patrick Gaillard,Ensign,0,0
30,Bruno Giacomelli,Alfa Romeo,0,0
