position,number,driver,constructor,Q1,Q2,Q3
1,1,Max Verstappen,Red Bull,1:44.581,1:44.723,1:43.665
2,55,Carlos Sainz,Ferrari,1:45.050,1:45.418,1:44.297
3,11,Sergio Pérez,Red Bull,1:45.377,1:44.794,1:44.462
4,16,Charles Leclerc,Ferrari,1:45.572,1:44.551,1:44.553
5,31,Esteban Ocon,Alpine F1 Team,1:46.039,1:45.475,1:45.180
6,14,Fernando Alonso,Alpine F1 Team,1:46.075,1:45.552,1:45.368
7,44,Lewis Hamilton,Mercedes,1:45.736,1:45.420,1:45.503
8,63,George Russell,Mercedes,1:45.650,1:45.461,1:45.776
9,23,Alexander Albon,Williams,1:45.672,1:45.675,1:45.837
10,4,Lando Norris,McLaren,1:45.745,1:45.603,1:46.178
11,3,Daniel Ricciardo,McLaren,1:46.212,1:45.767,
12,10,Pierre Gasly,AlphaTauri,1:46.183,1:45.827,
13,24,Guanyu Zhou,Alfa Romeo,1:46.178,1:46.085,
14,18,Lance Stroll,Aston Martin,1:46.256,1:46.611,
15,47,Mick Schumacher,Haas F1 Team,1:46.342,1:47.718,
16,5,Sebastian Vettel,Aston Martin,1:46.344,,
17,6,Nicholas Latifi,Williams,1:46.401,,
18,20,Kevin Magnussen,Haas F1 Team,1:46.557,,
19,22,Yuki Tsunoda,AlphaTauri,1:46.692,,
20,77,Valtteri Bottas,Alfa Romeo,1:47.866,,
