position,number,driver,constructor,laps,grid,status,points
1,1,Max Verstappen,Red Bull,44,14,Finished,26
2,11,Sergio Pérez,Red Bull,44,2,Finished,18
3,55,Carlos Sainz,Ferrari,44,1,Finished,15
4,63,George Russell,Mercedes,44,5,Finished,12
5,14,Fernando Alonso,Alpine F1 Team,44,3,Finished,10
6,16,Charles Leclerc,Ferrari,44,15,Finished,8
7,31,Esteban Ocon,Alpine F1 Team,44,16,Finished,6
8,5,Sebastian Vettel,Aston Martin,44,10,Finished,4
9,10,Pierre Gasly,AlphaTauri,44,0,Finished,2
10,23,Alexander Albon,Williams,44,6,Finished,1
11,18,Lance Stroll,Aston Martin,44,9,Finished,0
12,4,Lando Norris,McLaren,44,17,Finished,0
13,22,Yuki Tsunoda,AlphaTauri,44,0,Finished,0
14,24,Guanyu Zhou,Alfa Romeo,44,18,Finished,0
15,3,Daniel Ricciardo,McLaren,44,7,Finished,0
16,20,Kevin Magnussen,Haas F1 Team,43,12,+1 Lap,0
17,47,Mick Schumacher,Haas F1 Team,43,19,+1 Lap,0
18,6,Nicholas Latifi,Williams,43,11,+1 Lap,0
19,77,Valtteri Bottas,Alfa Romeo,1,13,Accident,0
20,44,Lewis Hamilton,Mercedes,0,4,Collision damage,0
