Position,Driver,Constructor,Points,Wins
1,Damon Hill,Williams,81,7
2,Jacques Villeneuve,Williams,68,3
3,Michael Schumacher,Ferrari,39,2
4,Jean Alesi,Benetton,38,0
5,Mika Häkkinen,McLaren,23,0
6,David Coulthard,McLaren,18,0
7,Gerhard Berger,Benetton,17,0
8,Olivier Panis,Ligier,13,1
9,Rubens Barrichello,Jordan,12,0
10,Eddie Irvine,Ferrari,9,0
11,Heinz-Harald Frentzen,Sauber,6,0
12,Mika Salo,Tyrrell,5,0
13,Johnny Herbert,Sauber,4,0
14,Martin Brundle,Jordan,3,0
15,Pedro Diniz,Ligier,1,0
16,Jos Verstappen,Footwork,1,0
17,Ukyo Katayama,Tyrrell,0,0
18,Ricardo Rosset,Footwork,0,0
19,Giancarlo Fisichella,Minardi,0,0
20,Pedro Lamy,Minardi,0,0
21,Luca Badoer,Forti,0,0
22,Giovanni Lavaggi,Minardi,0,0
23,Andrea Montermini,Forti,0,0
