position,number,driver,constructor,Q1,Q2,Q3
1,33,Max Verstappen,Red Bull,1:30.499,1:30.318,1:28.997
2,44,Lewis Hamilton,Mercedes,1:30.617,1:30.085,1:29.385
3,77,Valtteri Bottas,Mercedes,1:31.200,1:30.186,1:29.586
4,16,Charles Leclerc,Ferrari,1:30.691,1:30.010,1:29.678
5,10,Pierre Gasly,AlphaTauri,1:30.848,1:30.513,1:29.809
6,3,Daniel Ricciardo,McLaren,1:30.795,1:30.222,1:29.927
7,4,Lando Norris,McLaren,1:30.902,1:30.099,1:29.974
8,55,Carlos Sainz,Ferrari,1:31.653,1:30.009,1:30.215
9,14,Fernando Alonso,Alpine F1 Team,1:30.863,1:30.595,1:30.249
10,18,Lance Stroll,Aston Martin,1:31.261,1:30.624,1:30.601
11,11,Sergio Pérez,Red Bull,1:31.165,1:30.659,
12,99,Antonio Giovinazzi,Alfa Romeo,1:30.998,1:30.708,
13,22,Yuki Tsunoda,AlphaTauri,1:30.607,1:31.203,
14,7,Kimi Räikkönen,Alfa Romeo,1:31.547,1:31.238,
15,63,George Russell,Williams,1:31.316,1:33.430,
16,31,Esteban Ocon,Alpine F1 Team,1:31.724,,
17,6,Nicholas Latifi,Williams,1:31.936,,
18,5,Sebastian Vettel,Aston Martin,1:32.056,,
19,47,Mick Schumacher,Haas F1 Team,1:32.449,,
20,9,Nikita Mazepin,Haas F1 Team,1:33.273,,
